,firstDay,lastDay,NEds,NDays,NActDays,NPages,NPcreated,pagesWomen,wikiprojWomen,ns_user,ns_wikipedia,ns_talk,ns_userTalk,ns_content,gender
30,0.03407935911420883,-1.966702408871275,-0.21379195086805738,-1.0034646770423776,-0.3694237521966582,-0.18821507089492726,-0.12267496712729818,-0.08239269633304708,-0.02467416876593574,-0.20039244569143655,-0.08982737389496279,-0.21782305579570443,-0.08455857893360003,-0.21987635645632134,0
31,0.6171386177877217,-1.9266543376505205,-0.2511356475240367,-1.4989813944611616,-0.44963871260317345,-0.19447448054446298,-0.13276360677356672,-0.08239269633304708,-0.02467416876593574,-0.24909744631885283,-0.11122830006069485,-0.21782305579570443,-0.17080211235816786,-0.24496504143504494,0
33,1.1689117698982656,-0.8110294965009328,-0.2309880173694362,-1.4855081302413156,-0.45498637663027447,-0.1962628833014732,-0.13612648665565624,-0.08239269633304708,-0.02467416876593574,0.1527188088573315,-0.13262922622642692,-0.20854367278739783,-0.16896714356190046,-0.23201075311269745,0
34,1.7377500710431562,0.33892226283787297,-0.2400993660380772,-1.4742804100581106,-0.4335957205218704,-0.1953686819229681,-0.13612648665565624,-0.08239269633304708,-0.02467416876593574,0.14054255870047744,-0.1290624051988049,-0.19462459827493794,-0.17263708115443527,-0.2433252581031022,0
36,0.5972292772476505,0.8709894947707533,-0.06249223142682152,-0.22800346972234722,-0.2972302878307944,-0.14916827736687097,-0.028514330428791857,-0.08239269633304708,-0.02467416876593574,-0.23286244610971407,-0.1272789946849939,-0.23174213030816435,-0.15061745559922646,-0.007360436636544903,0
43,-1.1007530516698478,-1.9266543376505205,-0.23278462133226682,0.2510459247610693,-0.45231254461672393,-0.17957112423604457,-0.14285224641983527,-0.08239269633304708,-0.02467416876593574,-0.29374369689398444,-0.0916107844087738,-0.20390398128324455,-0.16896714356190046,-0.22282796645381822,0
44,1.441954154447813,0.29887419161711853,-0.04272958783568469,-1.2572111531828125,-0.056585406611248605,-0.0987949330444167,-0.10922344759894013,-0.08239269633304708,-0.02467416876593574,0.2785400604781569,-0.12014535262974989,-0.20390398128324455,-0.11391807967387843,-0.03162922994929715,0
47,-0.5262263675135084,-0.23319304031576174,-0.25306058034135526,0.36706569998752175,-0.4122050644134663,-0.19775321893231504,-0.14621512630192476,-0.08239269633304708,-0.02467416876593574,-0.29374369689398444,-0.13262922622642692,-0.14358799172925163,-0.17080211235816786,-0.2439811714358793,0
48,-0.8078013265802292,-1.9495389497766658,-0.17503663681271114,-0.20330248531929604,0.06908469802562532,-0.18523439963324356,-0.12940072689147722,-0.08239269633304708,-0.02467416876593574,-0.2612736964757069,-0.13262922622642692,-0.17606583225832473,-0.12125795485894804,-0.19232799647968365,0
52,-0.8163339010974026,0.3274799567748003,-0.23778944665729498,0.9202180476800917,-0.2972302878307944,-0.17569625159585578,-0.14285224641983527,-0.08239269633304708,-0.02467416876593574,-0.24097994621428345,-0.1290624051988049,-0.13430860872094505,-0.16346223717309827,-0.22971505644797766,0
55,0.9044019598658914,0.9053164129599713,-0.23342626560470633,-0.5296548853111236,-0.4202265604541178,-0.19864742031082014,-0.12940072689147722,-0.08239269633304708,-0.02467416876593574,-0.18821619553458246,-0.13262922622642692,-0.23174213030816435,-0.17630701874697005,-0.2195483997899328,0
56,0.05114450814855555,0.9167587190230441,0.20006860485542496,0.3333825394379065,1.2936997602317584,-0.06213267652570736,-0.09577192807058209,-0.08239269633304708,-0.02467416876593574,-0.2166274459005753,-0.1272789946849939,0.046639359941033645,-0.15795733078429605,0.22942427649598376,0
57,-0.5404473250421307,-1.966702408871275,-0.23432456758612163,-0.4068984779747481,-0.4416172165625219,-0.18046532561454967,-0.14621512630192476,-0.08239269633304708,-0.02467416876593574,-0.18821619553458246,-0.13262922622642692,-0.23174213030816435,-0.17630701874697005,-0.24496504143504494,0
59,-0.26171655748113426,0.9110375659915076,-0.24189597000090782,0.7974616403437162,-0.38546674427796124,-0.19238801066128441,-0.14621512630192476,-0.08239269633304708,-0.02467416876593574,-0.2247449460051447,-0.13262922622642692,-0.20854367278739783,-0.15428739319176124,-0.23512634144338862,0
65,0.31565431818092965,0.9167587190230441,0.5255105798367432,0.20239247063384733,1.1439651674729299,0.7143321871428926,0.7113192436309007,-0.08239269633304708,-0.02467416876593574,-0.22068619595286,0.07246298286183875,1.2483194595167384,-0.07171379735972822,0.6024749845129524,0
66,-0.5376031335364062,0.3274799567748003,-0.25306058034135526,0.6814418651172639,-0.36407608816955717,-0.19119574215661095,-0.14621512630192476,-0.08239269633304708,-0.02467416876593574,-0.26939119658027627,-0.13084581571261591,-0.23174213030816435,-0.17630701874697005,-0.2416854747711595,0
67,-0.8106455180859536,0.34464341586940933,-0.15989383198313875,0.9344398265788182,-0.2063199993700771,-0.16526390217996287,0.09591222520852008,-0.08239269633304708,-0.02467416876593574,-0.2978024469462691,-0.13262922622642692,-0.23174213030816435,-0.17630701874697005,-0.12690064153516914,0
69,0.3270310842038275,0.9053164129599713,-0.25306058034135526,0.07140240182978812,-0.44963871260317345,-0.2019261586986722,-0.13948936653774574,-0.08239269633304708,-0.02467416876593574,-0.2978024469462691,-0.13262922622642692,-0.21782305579570443,-0.17630701874697005,-0.24070160477199387,0
70,-1.3851722022422932,0.33320110980633666,-0.21225200461420257,1.4905862329869095,-0.33199010400695106,-0.14737987460986077,-0.10922344759894013,-0.08239269633304708,-0.02467416876593574,-0.11109994454117336,-0.12014535262974989,-0.22246274729985774,-0.15245242439549386,-0.20233067480453423,0
73,-0.5376031335364062,0.34464341586940933,-0.2508789898150609,0.7495567008953746,-0.35872842414245615,-0.20043582306783037,-0.14621512630192476,-0.08239269633304708,-0.02467416876593574,-0.2978024469462691,-0.1254955841711829,-0.23174213030816435,-0.16896714356190046,-0.23906182144005114,0
74,1.4476425374592619,0.9053164129599713,-0.02745845415162441,-0.8784627256693612,-0.19027700728877406,-0.13396685393228416,-0.0991348079526716,-0.08239269633304708,-0.02467416876593574,0.08777880802077645,-0.10409465800545083,-0.02759570412541915,-0.12859783004401765,-0.008016349969321991,0
76,-0.5404473250421307,0.9167587190230441,-0.08520643867118008,1.0654298953828774,1.1305960074051773,0.028777796955645047,0.04883190685926691,-0.08239269633304708,-0.02467416876593574,-0.29374369689398444,-0.08447714235352977,-0.18070552376247803,-0.13777267402535465,-0.042287821606924826,0
77,-1.3880163937480177,-1.3831447996545676,-0.2495957012701819,0.697160673373751,-0.40418356837281477,-0.19208994353511605,-0.12267496712729818,-0.08239269633304708,-0.02467416876593574,-0.2896849468416997,-0.1290624051988049,-0.18534521526663134,-0.17630701874697005,-0.2380779514408855,0
79,1.4590193034821597,-0.23891419334729808,-0.2533172380503311,-1.5221853495064521,-0.48439852877933004,-0.2010319573201671,-0.14621512630192476,-0.08239269633304708,-0.02467416876593574,-0.27344994663256095,-0.1254955841711829,-0.14822768323340493,-0.15795733078429605,-0.24676880310018193,0
84,-0.2418072169410631,0.882431800833826,0.08855083030543855,0.5384755614511192,0.7589333575216566,-0.06302687790421246,-0.052054489603418436,-0.08239269633304708,-0.02467416876593574,0.3475388113669966,0.1206150667347359,0.3946162227525311,-0.06620889097092601,0.0749566866269796,0
85,0.8816484278200958,-1.3945871057176402,-0.22919141340660557,-1.5161972320754096,-0.4710293687115775,-0.2028203600771773,-0.13612648665565624,-0.08239269633304708,-0.02467416876593574,-0.29374369689398444,-0.13262922622642692,-0.20854367278739783,-0.16896714356190046,-0.2113494831302192,0
86,0.04261193363138219,-0.21030842818961634,-0.21866844733859764,-0.07680350458851887,-0.36140225615600663,-0.15960062678276388,-0.14285224641983527,-0.08239269633304708,-0.02467416876593574,-0.2978024469462691,-0.13262922622642692,-0.21782305579570443,-0.17630701874697005,-0.20380647980328268,0
87,0.8901810023372692,0.9167587190230441,0.01950990659094754,-0.3747123467828935,0.2936865871638681,0.025200991441624625,0.02192886780255082,-0.08239269633304708,-0.02467416876593574,-0.1354524448548815,-0.08626055286734077,-0.23174213030816435,0.05856898717525725,0.05134380664700445,0
88,2.019325030109877,0.9224798720545804,-0.25100731866954884,-1.395686368775675,-0.4656817046844765,-0.19000347365193745,-0.14621512630192476,-0.08239269633304708,-0.02467416876593574,-0.2978024469462691,-0.13262922622642692,-0.23174213030816435,-0.17447204995070267,-0.23774999477449696,0
89,-0.8333990501317493,-0.8167506495324691,-0.23073135966046038,0.5100320036536664,-0.4148788964270168,-0.19298414491362115,-0.11594920736311916,-0.08239269633304708,-0.02467416876593574,-0.1354524448548815,-0.10409465800545083,-0.19926428977909125,-0.16713217476563305,-0.22397581478617812,0
92,-1.686656501849085,0.9053164129599713,-0.20891545439751713,2.1552672678326497,-0.09669288681450625,-0.1679465063154782,-0.04532872983923941,-0.08239269633304708,-0.02467416876593574,-0.24097994621428345,-0.1272789946849939,-0.06935292766279885,-0.15428739319176124,-0.19577154147676334,0
95,-0.8248664756145759,0.3503645689009457,-0.23637782925792805,1.0833942476760055,-0.2571228076275368,-0.17390784883884555,-0.08904616830640306,-0.08239269633304708,-0.02467416876593574,-0.28562619678941503,-0.13262922622642692,-0.23174213030816435,-0.17630701874697005,-0.22020431312270988,0
99,-0.5404473250421307,0.9053164129599713,0.1267928289428332,1.018273470613416,0.27496976306901455,-0.013547734960263286,0.14299254355777324,-0.08239269633304708,-0.02467416876593574,-0.07457119407061115,-0.10587806851926183,0.19046979656978594,-0.00565492069410178,0.1492388715639848,0
102,0.30712174366375633,0.8938741068968986,-0.20070240771029144,0.18592514769847987,-0.2651443036681883,-0.1727155803341721,-0.13276360677356672,-0.08239269633304708,-0.02467416876593574,-0.13951119490716618,-0.13084581571261591,-0.20854367278739783,-0.16896714356190046,-0.18494897148594142,0
103,-0.517693792996335,0.31603765071172757,-0.2480557550163271,0.48682804860837586,-0.43092188850831986,-0.19983968881549363,-0.14285224641983527,-0.08239269633304708,-0.02467416876593574,-0.2612736964757069,-0.13262922622642692,-0.22710243880401104,-0.17630701874697005,-0.23561827644297142,0
106,-0.5262263675135084,-1.3888659526861038,-0.24779909730735128,-0.23773416054779162,-0.40418356837281477,-0.19238801066128441,-0.11258632748102965,-0.08239269633304708,-0.02467416876593574,-0.2572149464234222,-0.13084581571261591,-0.20854367278739783,-0.17263708115443527,-0.2369301031085256,0
110,1.4533309204707108,-0.24463534637883444,-0.24638747990798437,-1.5079635706077257,-0.44963871260317345,-0.1992435545631569,-0.13276360677356672,-0.08239269633304708,-0.02467416876593574,-0.16792244527315903,-0.13084581571261591,-0.21318336429155113,-0.17630701874697005,-0.23774999477449696,0
111,1.1603791953810922,0.9167587190230441,0.44838493828951437,-0.5401340908154483,0.33914173139422676,1.1244725527505677,-0.11258632748102965,-0.08239269633304708,-0.02467416876593574,0.006603806975082653,0.23653675013245132,-0.21318336429155113,0.06223892476779205,0.3145290314238109,0
113,-1.1178182007041946,-0.8224718025640055,-0.19428596498589637,0.757041847684178,-0.3694237521966582,-0.1810614598668864,-0.10922344759894013,0.10533449367974285,-0.02467416876593574,-0.2531561963711375,-0.11657853160212787,0.29254300966115854,-0.09373342291493703,-0.19724734647551181,0
115,1.1575350038753678,-0.8453564146901509,-0.25408721117725847,-1.5236823788642129,-0.4870723607928806,-0.20341649432951406,-0.14621512630192476,-0.08239269633304708,-0.02467416876593574,-0.2978024469462691,-0.07377667927066374,-0.23174213030816435,-0.17630701874697005,-0.24955643476448455,0
121,-1.0979088601641234,0.8709894947707533,-0.24741411074388758,1.3356436944586796,-0.4148788964270168,-0.20252229295100893,-0.13276360677356672,-0.08239269633304708,-0.02467416876593574,-0.2247449460051447,-0.12014535262974989,-0.23174213030816435,-0.17447204995070267,-0.23725805977491415,0
123,1.177444344415439,-0.26751995850497984,-0.22097836671937987,-1.3852071632713503,-0.4202265604541178,-0.19298414491362115,-0.08568328842431355,-0.08239269633304708,-0.02467416876593574,-0.2978024469462691,-0.1254955841711829,-0.22710243880401104,-0.17447204995070267,-0.20298658813731132,0
125,1.4504867289649863,0.31603765071172757,-0.249467372415694,-1.234007198137522,-0.44963871260317345,-0.1992435545631569,-0.12267496712729818,-0.08239269633304708,-0.02467416876593574,-0.2612736964757069,-0.13262922622642692,-0.23174213030816435,-0.17630701874697005,-0.24250536643713086,0
137,0.025546784597035473,0.8938741068968986,-0.07891832480127291,0.4299409330134702,0.47818099609885323,0.0043362926098388255,0.1329039039115047,-0.08239269633304708,-0.02467416876593574,-0.27344994663256095,-0.0916107844087738,-0.06471323615864555,-0.09556839171120443,-0.05671791492802075,0
140,-0.5290705590192328,0.9167587190230441,0.1955770949483484,0.9726140752017155,0.6225679248305808,0.20791613978283455,0.14971830332195227,0.10533449367974285,-0.02467416876593574,0.23795255995531,-0.08804396338115178,1.5870169393199292,0.10077326948940747,0.1971205448567122,0
143,-1.3737954362193954,-1.3945871057176402,-0.21995173588347666,0.5354815027355979,0.0610632019849738,-0.1479760088621975,-0.14621512630192476,-0.08239269633304708,-0.02467416876593574,-0.29374369689398444,-0.13262922622642692,-0.21782305579570443,-0.16529720596936565,-0.20511830646883686,0
146,-0.5205379845020595,0.356085721932482,-0.23470955414958533,0.6515012779620503,-0.3560545921289056,-0.1879170037687589,-0.12940072689147722,-0.08239269633304708,-0.02467416876593574,-0.07862994412289584,-0.1254955841711829,-0.18070552376247803,-0.15612236198802865,-0.23627418977574852,0
148,-1.1064414346812967,0.8938741068968986,-0.25408721117725847,1.4860951449136275,-0.4710293687115775,-0.20162809157250383,-0.14621512630192476,-0.08239269633304708,-0.02467416876593574,-0.2978024469462691,-0.11301171057450586,-0.19926428977909125,-0.17263708115443527,-0.24480106310185065,0
149,-1.1035972431755723,0.356085721932482,-0.2490823858522303,1.3378892384953205,-0.4362695525354209,-0.20162809157250383,-0.14621512630192476,-0.08239269633304708,-0.02467416876593574,-0.20039244569143655,-0.13084581571261591,-0.20854367278739783,-0.17630701874697005,-0.24004569143921678,0
150,-1.095064668658399,-0.8053083434693964,-0.24831241272530288,0.6500042486042896,-0.4202265604541178,-0.1941764134182946,-0.14285224641983527,-0.08239269633304708,-0.02467416876593574,-0.23692119616199875,-0.13262922622642692,-0.22246274729985774,-0.17630701874697005,-0.23709408144171987,0
154,-0.5347589420306817,0.8709894947707533,-0.24292260083681103,0.8356358889666136,-0.32664243997985004,-0.1897054065257691,-0.11931208724520867,-0.08239269633304708,-0.02467416876593574,-0.1841574454822978,-0.13084581571261591,-0.12038953420848514,-0.17080211235816786,-0.23709408144171987,0
170,-1.1064414346812967,-1.9380966437135931,-0.24985235897915772,0.22634494035801814,-0.42290039246766836,-0.19149380928277931,-0.13276360677356672,-0.08239269633304708,-0.02467416876593574,-0.26939119658027627,-0.13084581571261591,-0.19462459827493794,-0.16713217476563305,-0.24037364810560533,0
171,0.3128101266752052,0.9167587190230441,-0.24651580876247228,0.22709345503689848,-0.4389433845489714,-0.19954162168932527,-0.13276360677356672,-0.08239269633304708,-0.02467416876593574,-0.2896849468416997,-0.13262922622642692,-0.16678644925001815,-0.11758801726641324,-0.23971773477282823,0
174,-0.548979899559304,0.9167587190230441,0.04325074467120932,1.1208199816200224,0.3177510752858227,0.03622947510985426,-0.06214312924968697,-0.08239269633304708,-0.02467416876593574,-0.18009869543001308,-0.13262922622642692,-0.22246274729985774,-0.17080211235816786,0.10348891660278292,0
175,-0.8078013265802292,-1.3545390344968857,-0.1978791729115576,0.1687093100842321,-0.33466393602050154,-0.18255179549772824,-0.0991348079526716,-0.08239269633304708,-0.02467416876593574,-0.18821619553458246,-0.11301171057450586,-0.18070552376247803,-0.10474323569254143,-0.18576886315191277,0
177,1.1802885359211635,-0.21602958122115268,-0.2533172380503311,-1.1913418614413427,-0.45766020864382495,-0.20311842720334566,-0.14621512630192476,-0.08239269633304708,-0.02467416876593574,-0.2978024469462691,-0.13262922622642692,-0.18534521526663134,-0.15795733078429605,-0.24381719310268504,0
180,1.1689117698982656,-0.8167506495324691,-0.2539588823227706,-1.4914962476723583,-0.48172469676577956,-0.19834935318465177,-0.14621512630192476,-0.08239269633304708,-0.02467416876593574,-0.28562619678941503,-0.13262922622642692,-0.23174213030816435,-0.17630701874697005,-0.24184945310435377,0
189,-0.8248664756145759,0.34464341586940933,-0.25229060721442786,1.0549506898785526,-0.39883590434571375,-0.1962628833014732,-0.14285224641983527,-0.08239269633304708,-0.02467416876593574,-0.29374369689398444,-0.13262922622642692,-0.22710243880401104,-0.17630701874697005,-0.23955375643963395,0
190,1.754815220077503,0.882431800833826,-0.24189597000090782,-1.4233814118942476,-0.4416172165625219,-0.1941764134182946,-0.13612648665565624,-0.08239269633304708,-0.02467416876593574,-0.28156744673713036,-0.13262922622642692,-0.23174213030816435,-0.17263708115443527,-0.2270914031168693,0
201,1.17175596140399,-0.7881448843747874,-0.23483788300407324,-1.4091596329955212,-0.3694237521966582,-0.17837885573137108,-0.13612648665565624,-0.08239269633304708,-0.02467416876593574,-0.12327619469802743,-0.08626055286734077,-0.21782305579570443,-0.13410273643281984,-0.23414247144422298,0
202,-0.8277106671203004,0.9053164129599713,-0.24330758740027475,1.2974694458357823,-0.3426854320611531,-0.1858305338855803,-0.14285224641983527,-0.08239269633304708,-0.02467416876593574,-0.15168744506402027,-0.13084581571261591,-0.21318336429155113,-0.17447204995070267,-0.23611021144255426,0
204,-1.396548968265191,-1.3945871057176402,-0.25344556690481895,0.7151250256668791,-0.45231254461672393,-0.2028203600771773,-0.13948936653774574,-0.08239269633304708,-0.02467416876593574,-0.2896849468416997,-0.13262922622642692,-0.23174213030816435,-0.17630701874697005,-0.24102956143838242,0
205,0.31565431818092965,-1.9380966437135931,-0.2495957012701819,-1.1239755403421121,-0.3961620723321633,-0.19566674904913647,-0.13948936653774574,-0.08239269633304708,-0.02467416876593574,-0.2653324465279916,-0.13262922622642692,-0.22710243880401104,-0.14144261161788946,-0.24102956143838242,0
208,1.1802885359211635,-0.7995871904378601,-0.25370222461379477,-1.513203173359888,-0.47637703273867854,-0.20431069570801916,-0.14285224641983527,-0.08239269633304708,-0.02467416876593574,-0.09080619427974991,-0.13262922622642692,-0.23174213030816435,-0.17630701874697005,-0.24939245643129027,0
216,-0.8078013265802292,-1.3545390344968857,-0.11420875978544583,0.17619445687303548,-0.06995456667900114,-0.11012148383881469,-0.09240904818849258,-0.08239269633304708,-0.02467416876593574,0.27042256037358753,-0.08626055286734077,-0.013676629612959249,-0.08822851652613482,-0.1375592331927968,0
223,-1.095064668658399,0.9053164129599713,-0.23085968851494829,1.420974367851038,-0.22236299145138017,-0.16943684194632003,-0.12267496712729818,-0.08239269633304708,-0.02467416876593574,-0.29374369689398444,-0.11301171057450586,-0.16678644925001815,-0.16896714356190046,-0.2170887247920187,0
229,1.4533309204707108,0.29887419161711853,-0.25164896294198835,-1.3582606348316582,-0.4282480564947694,-0.19477254767063135,-0.14621512630192476,-0.08239269633304708,-0.02467416876593574,-0.2978024469462691,-0.13262922622642692,-0.22710243880401104,-0.16346223717309827,-0.24250536643713086,0
233,0.3099659351694808,0.3274799567748003,-0.24317925854578684,-0.10300151834933072,-0.4202265604541178,-0.19596481617530484,-0.14621512630192476,-0.08239269633304708,-0.02467416876593574,-0.1354524448548815,-0.13262922622642692,-0.23174213030816435,-0.17630701874697005,-0.24201343143754803,0
235,0.5943850857419261,-0.8281929555955418,-0.25408721117725847,-0.9503201348418737,-0.45498637663027447,-0.1980512860584834,-0.12940072689147722,-0.08239269633304708,-0.02467416876593574,-0.2612736964757069,-0.13262922622642692,-0.23174213030816435,-0.17447204995070267,-0.2439811714358793,0
237,0.5972292772476505,0.9053164129599713,-0.18543127402623116,-0.09327082752388631,-0.04856391057059708,-0.14141853208649338,-0.05541736948550795,-0.08239269633304708,-0.02467416876593574,-0.18821619553458246,-0.11301171057450586,-0.21318336429155113,-0.13593770522908724,-0.1687151164997085,0
239,-1.095064668658399,-1.983865867965884,-0.21712850108474283,-0.03937777064450196,-0.09134522278740523,-0.18046532561454967,-0.1260378470093877,-0.08239269633304708,-0.02467416876593574,-0.28156744673713036,-0.13262922622642692,-0.18534521526663134,-0.17447204995070267,-0.19675541147592898,0
252,-0.2645607489868587,0.3274799567748003,-0.249467372415694,0.500301312828222,-0.44429104857607243,-0.200137755941662,-0.14285224641983527,-0.08239269633304708,-0.02467416876593574,-0.20850994579600593,-0.13262922622642692,-0.23174213030816435,-0.16713217476563305,-0.24086558310518813,0
257,-0.8305548586260249,0.882431800833826,-0.24317925854578684,1.2323486687731928,-0.321294775952749,-0.18046532561454967,-0.12267496712729818,-0.08239269633304708,-0.02467416876593574,-0.26939119658027627,-0.12014535262974989,-0.22246274729985774,-0.17080211235816786,-0.23250268811228025,0
258,-0.5404473250421307,-1.9895870209974202,-0.214305266286009,-0.4914806366882263,-0.2597966396410873,-0.1375436594463046,-0.12267496712729818,-0.08239269633304708,-0.02467416876593574,-0.24097994621428345,-0.13262922622642692,-0.20854367278739783,-0.17080211235816786,-0.19593551980995763,0
259,0.025546784597035473,0.8767106478022896,-0.25357389575930683,0.38652708163841054,-0.41755272844056734,-0.19685901755380994,-0.14621512630192476,-0.08239269633304708,-0.02467416876593574,-0.2531561963711375,-0.13262922622642692,-0.18998490677078464,-0.17630701874697005,-0.24430912810226785,0
260,1.1689117698982656,-0.8224718025640055,-0.25318890919584314,-1.5117061440021273,-0.48172469676577956,-0.20460876283418752,-0.14285224641983527,-0.08239269633304708,-0.02467416876593574,-0.2978024469462691,-0.13262922622642692,-0.23174213030816435,-0.17447204995070267,-0.24053762643879958,0
272,-1.095064668658399,-0.2560776524419071,-0.24728578188939968,0.8214141100678871,-0.45498637663027447,-0.19864742031082014,-0.14621512630192476,-0.08239269633304708,-0.02467416876593574,-0.2978024469462691,-0.1219287631435609,-0.23174213030816435,-0.057034046989589006,-0.2446370847686564,0
278,-1.095064668658399,-0.7995871904378601,-0.19916246145643662,0.6664715715396571,-0.24910131158688525,-0.12323643739022291,-0.06214312924968697,-0.08239269633304708,-0.02467416876593574,-0.15168744506402027,0.04749523566848467,-0.07399261916695214,-0.13960764282162205,-0.20643013313439104,0
280,-0.2503397914582365,-1.9438177967451296,-0.24484753365412956,-0.6284588229233282,-0.29990411984434495,-0.19268607778745278,-0.14621512630192476,-0.08239269633304708,-0.02467416876593574,-0.29374369689398444,-0.1290624051988049,-0.19926428977909125,-0.15061745559922646,-0.23397849311102872,0
288,1.177444344415439,-0.21602958122115268,-0.1633587110543121,-1.1816111706158983,-0.11808354292291032,-0.16615810355846797,-0.14621512630192476,-0.08239269633304708,-0.02467416876593574,-0.2978024469462691,-0.13262922622642692,-0.23174213030816435,-0.17630701874697005,-0.1260807498691978,0
289,-0.24465140844678757,0.29887419161711853,-0.222133326409771,0.23607563118346256,-0.2063199993700771,-0.17778272147903434,-0.13612648665565624,-0.08239269633304708,-0.02467416876593574,-0.12327619469802743,-0.08626055286734077,0.06519812595764685,-0.13226776763655243,-0.22725538145006358,0
292,-1.3823280107365687,-1.966702408871275,-0.25267559377789156,0.3109270990714964,-0.4416172165625219,-0.1989454874369885,-0.12267496712729818,-0.08239269633304708,-0.02467416876593574,-0.2978024469462691,-0.13262922622642692,-0.23174213030816435,-0.17630701874697005,-0.24020966977241104,0
294,0.039767742125657736,-0.8453564146901509,-0.2471574530349118,-0.5813023981538669,-0.4282480564947694,-0.18553246675941193,-0.14285224641983527,-0.08239269633304708,-0.02467416876593574,-0.2896849468416997,-0.13262922622642692,-0.18070552376247803,-0.17263708115443527,-0.23856988644046834,0
295,-1.0865320941412255,0.9167587190230441,-0.22649650746235964,1.4202258531721579,-0.2009723353429761,-0.1810614598668864,-0.10586056771685062,-0.08239269633304708,-0.02467416876593574,-0.27344994663256095,-0.13262922622642692,-0.23174213030816435,-0.17630701874697005,-0.21118550479702491,0
298,-1.08937628564695,-0.8053083434693964,-0.23663448696690387,0.593117133009384,-0.30792561588499645,-0.1753981844696874,-0.13948936653774574,-0.08239269633304708,-0.02467416876593574,-0.2572149464234222,-0.1290624051988049,-0.14822768323340493,-0.15428739319176124,-0.22692742478367503,0
301,-0.8049571350745047,-1.9495389497766658,0.08829417259646274,-0.22426089632794552,0.545026796437616,-0.10356400706311059,-0.04532872983923941,0.10533449367974285,-0.02467416876593574,2.336326336986495,-0.09874442646401782,-0.11111015120017854,-0.07171379735972822,0.068561531632403,0
